"","customerID","gender","SeniorCitizen","Partner","Dependents"
"1653","8580-AECUZ","male","1","no","No"
"1654","3307-TLCUD","male","0","yes","No"
"1655","6625-FLENO","male","0","yes","No"
"1656","2967-MXRAV","male","0","yes","Yes"
"1657","7963-GQRMY","female","0","yes","Yes"
"1658","8189-HBVRW","female","0","no","No"
"1659","4163-KIUHY","male","0","no","No"
"1660","1228-FZFRV","male","0","yes","Yes"
"1661","3500-NSDOA","male","0","yes","Yes"
"1662","1171-TYKUR","male","0","yes","No"
"1663","3761-FLYZI","female","1","yes","No"
"1664","2058-DCJBE","male","0","no","No"
"1665","5364-XYIRR","male","0","yes","No"
"1666","4829-AUOAX","female","0","no","No"
"1667","1219-NNDDO","female","0","no","No"
"1668","8388-DMKAE","female","0","no","No"
"1669","4403-BWPAY","male","0","no","No"
"1670","9659-QEQSY","female","0","no","No"
"1671","5405-ZMYXQ","female","0","no","No"
"1672","5047-LHVLY","male","1","no","Yes"
"1673","1442-OKRJE","male","0","yes","Yes"
"1674","4737-AQCPU","male","0","yes","Yes"
"1675","9158-VCTQB","female","0","yes","No"
"1676","2808-CHTDM","female","0","yes","Yes"
"1677","6311-UEUME","female","0","no","No"
"1678","0793-TWELN","female","0","no","No"
"1679","3283-WCWXT","male","0","yes","Yes"
"1680","1060-ENTOF","female","1","yes","No"
"1681","0999-QXNSA","male","1","no","Yes"
"1682","5451-MHQOF","male","0","yes","Yes"
"1683","4836-WNFNO","female","0","yes","No"
"1684","9225-BZLNZ","male","0","yes","No"
"1685","0354-VXMJC","male","0","yes","Yes"
"1686","4422-QVIJA","female","0","no","Yes"
"1687","9365-SRSZE","male","1","yes","No"
"1688","6839-ITVZJ","female","0","yes","Yes"
"1689","8332-OSJDW","male","0","yes","Yes"
"1690","4735-BJKOU","female","0","no","No"
"1691","0274-JKUJR","male","0","yes","Yes"
"1692","5740-YHGTW","male","0","yes","Yes"
"1693","8917-SZTTJ","male","0","yes","Yes"
"1694","1696-MZVAU","male","0","yes","Yes"
"1695","7359-WWYJV","male","0","yes","No"
"1696","0375-HVGXO","female","0","no","No"
"1697","4906-ZHGPK","male","0","yes","Yes"
"1698","8593-WHYHV","male","0","no","No"
"1699","3795-GWTRD","female","0","yes","Yes"
"1700","1298-PHBTI","male","0","yes","Yes"
"1701","6223-DHJGV","female","0","no","No"
"1702","6961-MJKBO","male","0","no","No"
"1703","6097-EQISJ","female","0","yes","Yes"
"1704","4423-YLHDV","female","0","yes","No"
"1705","8158-WPEZG","male","0","no","No"
"1706","0107-YHINA","male","0","no","Yes"
"1707","4918-FYJNT","female","1","yes","No"
"1708","0727-BNRLG","male","0","no","No"
"1709","4854-CIDCF","female","1","no","No"
"1710","8640-SDGKB","male","0","no","No"
"1711","3280-MRDOF","male","1","no","No"
"1712","6435-SRWBJ","female","0","no","No"
"1713","9964-WBQDJ","female","0","yes","No"
"1714","6303-KFWSL","female","0","no","No"
"1715","1702-CCFNJ","male","0","yes","No"
"1716","8932-CZHRQ","male","0","no","No"
"1717","0386-CWRGM","female","0","yes","Yes"
"1718","5515-RUGKN","male","0","no","No"
"1719","0404-AHASP","male","0","yes","No"
"1720","7279-NMVJC","female","0","no","No"
"1721","2081-VEYEH","male","0","no","No"
"1722","6407-UTSLV","female","1","no","No"
"1723","4116-TZAQJ","female","0","no","No"
"1724","9060-HJJRW","female","0","no","No"
"1725","2587-YNLES","female","0","yes","Yes"
"1726","7398-SKNQZ","female","0","yes","No"
"1727","5935-FCCNB","female","1","no","No"
"1728","1958-RNRKS","male","0","yes","No"
"1729","5136-RGMZO","male","0","no","No"
"1730","8345-MVDYC","female","0","no","No"
"1731","8226-BXGES","male","0","yes","No"
"1732","3877-JRJIP","male","0","no","No"
"1733","8375-DKEBR","female","1","no","No"
"1734","9705-IOVQQ","male","1","yes","Yes"
"1735","1015-OWJKI","male","0","no","No"
"1736","7511-YMXVQ","male","0","no","No"
"1737","2040-XBAVJ","male","0","yes","Yes"
"1738","7551-JOHTI","female","0","no","No"
"1739","8887-IPQNC","female","0","yes","No"
"1740","8646-JCOMS","female","0","yes","No"
"1741","9804-ICWBG","male","0","no","No"
"1742","1222-KJNZD","male","0","yes","Yes"
"1743","0106-GHRQR","male","0","no","No"
"1744","5318-IXUZF","female","0","no","No"
"1745","3768-VHXQO","male","0","yes","No"
"1746","8952-WCVCD","female","0","yes","No"
"1747","2418-TPEUN","female","0","yes","Yes"
"1748","3963-RYFNS","female","0","no","No"
"1749","3198-VELRD","female","0","yes","Yes"
"1750","8540-ZQGEA","female","0","yes","No"
"1751","1320-REHCS","male","1","no","No"
"1752","4137-JOPHL","female","0","no","No"
"1753","9436-ZBZCT","male","0","no","No"
"1754","7801-CEDNV","male","0","yes","No"
"1755","2057-BOYKM","female","1","yes","No"
"1756","3658-QQJYD","male","0","no","No"
"1757","1803-BGNBD","female","0","no","No"
"1758","0134-XWXCE","female","1","no","No"
"1759","6950-TWMYB","male","0","yes","Yes"
"1760","5848-FHRFC","female","0","no","No"
"1761","2243-FNMMI","male","0","no","No"
"1762","2511-MORQY","male","0","yes","Yes"
"1763","5356-KZCKT","male","0","no","No"
"1764","9470-XCCEM","male","0","yes","Yes"
"1765","6519-CFDBX","female","0","no","No"
"1766","3902-MIVLE","male","0","yes","Yes"
"1767","0409-WTMPL","female","0","yes","No"
"1768","8763-KIAFH","female","0","yes","Yes"
"1769","3669-WHAFY","female","0","yes","No"
"1770","3055-VTCGS","female","0","no","No"
"1771","3144-KMTWZ","male","0","yes","No"
"1772","7279-BUYWN","female","1","no","No"
"1773","7156-MHUGY","male","1","no","No"
"1774","7198-GLXTC","male","0","no","No"
"1775","2007-QVGAW","female","0","yes","Yes"
"1776","5207-PLSTK","male","0","yes","Yes"
"1777","2307-FYNNL","male","1","no","No"
"1778","5605-XNWEN","male","1","yes","No"
"1779","2155-AMQRX","female","0","no","No"
"1780","6181-AXXYF","male","0","yes","Yes"
"1781","5091-HFAZW","female","0","no","No"
"1782","0516-VRYBW","female","0","no","Yes"
"1783","2519-LBNQL","male","1","yes","No"
"1784","8623-ULFNQ","female","1","no","No"
"1785","8380-PEFPE","male","0","no","Yes"
"1786","5687-DKDTV","female","0","no","No"
"1787","1568-LJSZU","male","0","yes","Yes"
"1788","7530-HDYDS","female","0","no","No"
"1789","7789-HKSBS","female","1","yes","No"
"1790","7416-CKTEP","female","0","yes","No"
"1791","2586-CWXVV","male","0","yes","No"
"1792","3096-IZETN","female","0","no","No"
"1793","2348-KCJLT","female","0","yes","No"
"1794","8401-EMUWF","male","0","yes","Yes"
"1795","4193-IBKSW","male","0","yes","Yes"
"1796","5377-NDTOU","female","0","yes","Yes"
"1797","5922-ABDVO","female","0","yes","No"
"1798","2474-LCNUE","female","0","yes","No"
"1799","0839-QNXME","female","0","no","No"
"1800","3506-OVLKD","male","0","no","No"
"1801","9172-ANCRX","female","0","no","No"
"1802","6650-VJONK","male","0","no","No"
"1803","2178-PMGCJ","male","0","no","No"
"1804","7492-TAFJD","male","0","yes","Yes"
"1805","2773-MADBQ","female","0","no","No"
"1806","6016-LVTJQ","female","0","yes","Yes"
"1807","7860-KSUGX","male","0","yes","Yes"
"1808","8966-KZXXA","male","0","yes","Yes"
"1809","6910-HADCM","female","0","no","No"
"1810","4816-LXZYW","female","0","no","No"
"1811","9606-PBKBQ","male","1","yes","No"
"1812","5149-QYTTU","female","0","yes","Yes"
"1813","2070-XYMFH","female","1","no","No"
"1814","2085-BOJKI","male","0","yes","No"
"1815","0817-HSUSE","male","0","no","No"
"1816","5442-PPTJY","male","0","yes","Yes"
"1817","1927-QEWMY","female","0","yes","No"
"1818","1663-MHLHE","male","0","no","No"
"1819","5663-QBGIS","male","1","yes","No"
"1820","4450-MDZFX","male","0","yes","Yes"
"1821","6701-DHKWQ","female","0","yes","Yes"
"1822","7554-AKDQF","female","0","yes","No"
"1823","3536-IQCTX","male","1","yes","No"
"1824","4911-BANWH","female","0","no","Yes"
"1825","8496-EJAUI","male","0","no","No"
"1826","0794-YVSGE","male","0","yes","Yes"
"1827","5423-BHIXO","female","0","no","No"
"1828","6908-VVYHM","male","0","yes","No"
"1829","2959-EEXWB","female","0","yes","Yes"
"1830","1839-UMACK","male","0","no","No"
"1831","3030-YDNRM","male","0","no","No"
"1832","7321-KKSDU","male","0","no","Yes"
"1833","3402-XRIUO","female","1","yes","No"
"1834","3132-TVFDZ","male","1","yes","No"
"1835","8286-AFUYI","male","0","no","No"
"1836","8080-DDEMJ","male","1","no","No"
"1837","8356-WUAOJ","female","0","yes","No"
"1838","6365-MTGZX","male","0","no","No"
"1839","1349-WXNGG","male","0","no","No"
"1840","8058-DMYRU","male","1","no","No"
"1841","9350-ZXYJC","female","0","no","No"
"1842","6990-YNRIO","male","0","yes","Yes"
"1843","8958-JPTRR","female","0","yes","No"
"1844","6959-GQEGV","male","0","no","No"
"1845","3173-WSSUE","female","0","yes","Yes"
"1846","1265-HVPZB","male","0","yes","No"
"1847","4115-UMJFQ","male","0","no","No"
"1848","7369-TRPFD","male","0","no","No"
"1849","1098-KFQEC","female","0","yes","Yes"
"1850","7190-XHTWJ","female","0","no","No"
"1851","0621-TWIEM","male","0","no","No"
"1852","3537-RYBHH","female","1","yes","No"
"1853","2485-ITVKB","female","0","yes","No"
"1854","3669-OYSJI","male","0","no","No"
"1855","1612-EOHDH","female","0","no","No"
"1856","6702-OHFWR","male","1","no","No"
"1857","5296-BFCYD","male","0","yes","Yes"
"1858","4510-PYUSH","female","1","no","No"
"1859","9359-JANWS","female","0","yes","No"
"1860","7517-SAWMO","female","0","yes","No"
"1861","4143-HHPMK","male","0","no","No"
"1862","3279-DYZQM","male","0","yes","Yes"
"1863","7054-LGEQW","female","0","no","No"
"1864","0523-VNGTF","female","1","no","No"
"1865","9575-IWCAZ","male","0","yes","No"
"1866","7105-MXJLL","female","1","yes","No"
"1867","7064-FRRSW","male","1","no","No"
"1868","7940-UQQUG","female","0","yes","Yes"
"1869","0923-PNFUB","female","0","no","No"
"1870","3961-SXAXY","male","0","no","No"
"1871","7010-BRBUU","male","0","yes","Yes"
"1872","3566-HJGPK","male","0","no","No"
"1873","3062-ICYZQ","female","0","yes","Yes"
"1874","9938-PRCVK","female","0","yes","Yes"
"1875","0973-KYVNF","female","0","yes","Yes"
"1876","5129-HHMZC","female","0","yes","No"
"1877","9637-CDTKZ","male","0","yes","No"
"1878","3946-JEWRQ","male","0","yes","No"
"1879","7873-CVMAW","male","0","no","No"
"1880","0463-WZZKO","male","0","no","No"
"1881","3494-JCHRQ","male","0","no","No"
"1882","6474-FVJLC","male","0","no","No"
"1883","4524-QCSSM","male","0","no","No"
"1884","5832-EXGTT","male","0","yes","Yes"
"1885","8840-DQLGN","female","1","yes","No"
"1886","2039-JONDJ","male","0","no","No"
"1887","7217-JYHOQ","male","0","yes","Yes"
"1888","6695-FRVEC","male","0","yes","Yes"
"1889","4547-LYTDD","female","0","no","No"
"1890","9894-QMIMJ","female","0","no","No"
"1891","8069-YQQAJ","male","0","no","No"
"1892","6770-XUAGN","female","0","yes","Yes"
"1893","4193-ORFCL","female","1","no","No"
"1894","1636-NTNCO","male","1","no","No"
"1895","3466-WAESX","male","0","no","Yes"
"1896","9281-PKKZE","female","0","yes","No"
"1897","3638-VBZTA","male","0","no","Yes"
"1898","7459-IMVYU","male","0","no","No"
"1899","7776-QWNFX","male","1","yes","No"
"1900","6689-TCZHQ","female","1","no","No"
"1901","8563-OYMQY","male","0","no","No"
"1902","0754-EEBDC","male","0","yes","Yes"
"1903","5777-ZPQNC","female","0","no","No"
"1904","1951-IEYXM","male","0","yes","Yes"
"1905","3318-NMQXL","male","0","no","No"
"1906","3143-ILDAL","male","0","no","No"
"1907","1022-RKXDR","female","0","no","No"
"1908","2361-FJWNO","male","0","no","No"
"1909","2272-UOINI","female","0","no","No"
"1910","8232-UTFOZ","male","0","no","No"
"1911","3750-YHRYO","male","0","yes","Yes"
"1912","6637-KYRCV","female","0","yes","Yes"
"1913","5668-MEISB","female","0","yes","Yes"
"1914","0129-QMPDR","male","0","yes","Yes"
"1915","7188-CBBBA","female","0","no","No"
"1916","5356-CSVSQ","female","0","no","No"
"1917","3221-CJMSG","male","0","no","No"
"1918","4720-VSTSI","female","0","no","No"
"1919","3219-JQRSL","female","1","yes","No"
"1920","2801-NISEI","male","0","no","No"
"1921","3946-MHCZW","male","0","no","No"
"1922","4623-ZKHLY","male","0","yes","No"
"1923","6732-VAILE","male","0","yes","Yes"
"1924","8201-AAXCB","male","0","yes","Yes"
"1925","7696-CFTAT","male","0","yes","Yes"
"1926","1845-CSBRZ","female","1","yes","Yes"
"1927","2123-VSCOT","female","0","yes","Yes"
"1928","6651-AZVTJ","male","0","yes","Yes"
"1929","4566-GOLUK","male","0","yes","Yes"
"1930","2484-DGXPZ","female","0","yes","Yes"
"1931","2018-QKYGT","male","0","yes","Yes"
"1932","2792-VPPET","male","0","no","No"
"1933","7409-JURKQ","female","0","yes","No"
"1934","3247-MHJKM","male","0","no","No"
"1935","1964-SVLEA","male","0","no","No"
"1936","4587-NUKOX","female","0","no","No"
"1937","7297-DVYGA","female","0","no","No"
"1938","2239-CGBUZ","female","0","yes","No"
"1939","0854-UYHZD","female","0","yes","Yes"
"1940","7243-LCGGZ","female","0","no","No"
"1941","8267-KFGYD","male","0","no","Yes"
"1942","4890-VMUAV","male","0","no","No"
"1943","9261-WDCAF","male","0","no","No"
"1944","3764-MNMOI","male","0","no","No"
"1945","7442-YGZFK","male","0","no","No"
"1946","0420-BWTPW","male","0","no","Yes"
"1947","8229-BUJHX","female","0","yes","Yes"
"1948","7449-HVPIV","male","0","yes","Yes"
"1949","5504-WSIUR","female","0","no","No"
"1950","8183-ONMXC","female","0","no","No"
"1951","8466-PZBLH","male","0","yes","Yes"
"1952","9614-RMGHA","male","0","yes","No"
"1953","8735-IJJEG","male","0","yes","No"
"1954","0564-MUUQK","female","0","yes","Yes"
"1955","5054-IEXZT","male","0","no","Yes"
"1956","5834-ASPWA","male","0","no","No"
"1957","0701-RFGFI","female","0","yes","Yes"
"1958","0019-EFAEP","female","0","no","No"
"1959","5619-PTMIK","female","0","yes","No"
"1960","3737-XBQDD","male","0","no","No"
"1961","5882-CMAZQ","female","0","yes","Yes"
"1962","5846-QFDFI","female","0","yes","Yes"
"1963","4445-KWOKW","female","0","no","No"
"1964","3511-APPBJ","male","0","no","No"
"1965","7967-HYCDE","male","0","no","No"
"1966","2430-RRYUW","male","0","no","No"
"1967","3948-XHGNA","male","0","no","No"
"1968","3723-BFBGR","male","1","no","No"
"1969","0565-IYCGT","male","0","no","No"
"1970","5447-WZAFP","female","0","no","No"
"1971","5110-CHOPY","female","0","no","No"
"1972","5445-UTODQ","female","0","yes","No"
"1973","4425-OWHWB","female","0","no","No"
"1974","7892-QVYKW","female","0","yes","Yes"
"1975","9675-ICXCT","male","0","yes","Yes"
"1976","1024-VRZHF","male","0","yes","No"
"1977","4703-MQYKT","male","0","no","No"
"1978","9497-QCMMS","male","1","no","No"
"1979","5692-ICXLW","male","1","no","No"
"1980","0602-DDUML","female","0","no","No"
"1981","2208-MPXIO","female","0","yes","Yes"
"1982","1960-UYCNN","male","0","no","No"
"1983","0348-SDKOL","female","0","yes","No"
"1984","3190-FZATL","male","0","no","Yes"
"1985","7336-RLLRH","male","0","yes","No"
"1986","4373-MAVJG","female","0","yes","Yes"
"1987","8901-HJXTF","female","0","yes","Yes"
"1988","7710-JSYOA","female","0","yes","Yes"
"1989","5419-KLXBN","female","0","yes","Yes"
"1990","3424-NMNBO","male","1","yes","No"
"1991","9885-MFVSU","female","0","yes","Yes"
"1992","4514-GFCFI","female","1","no","No"
"1993","0607-MVMGC","male","0","yes","Yes"
"1994","3365-SAIGS","female","0","no","No"
"1995","9828-AOQLM","female","0","yes","Yes"
"1996","8022-BECSI","male","0","no","No"
"1997","8000-REIQB","female","1","no","No"
"1998","9993-LHIEB","male","0","yes","Yes"
"1999","0266-CLZKZ","female","0","yes","Yes"
"2000","7615-ESMYF","female","0","yes","No"
"2001","3858-VOBET","male","0","no","No"
"2002","7020-OZKXZ","female","1","no","No"
"2003","3977-QCRSL","female","0","no","No"
"2004","0017-DINOC","male","0","no","No"
"2005","1447-PJGGA","female","0","no","No"
"2006","8565-CLBZW","male","0","no","No"
"2007","9139-WQQDY","female","0","yes","Yes"
"2008","0224-HJAPT","male","0","no","No"
"2009","8086-OVPWV","male","0","no","No"
"2010","9430-FRQOC","female","0","no","Yes"
"2011","7639-OPLNG","male","0","yes","Yes"
"2012","3074-GQWYX","male","0","no","No"
"2013","1492-QGCLU","male","0","yes","Yes"
"2014","6845-RGTYS","female","0","yes","No"
"2015","7328-OWMOM","female","0","no","Yes"
"2016","4418-LZMSV","male","0","yes","Yes"
"2017","5155-AZQPB","female","0","yes","Yes"
"2018","8861-HGGKB","female","0","no","No"
"2019","1087-GRUYI","male","0","yes","No"
"2020","7065-YUNRY","female","0","no","No"
"2021","7694-VLBWQ","male","0","yes","No"
"2022","2546-KZAAT","male","0","yes","No"
"2023","0181-RITDD","male","0","yes","Yes"
"2024","5989-PGKJB","female","0","no","No"
"2025","4795-KTRTH","female","1","yes","No"
"2026","8272-ONJLV","male","0","no","No"
"2027","1488-PBLJN","female","0","yes","Yes"
"2028","0308-GIQJT","male","1","no","No"
"2029","3778-FOAQW","female","0","yes","No"
"2030","4452-ROHMO","female","0","no","No"
"2031","6481-OGDOO","male","0","yes","No"
"2032","3090-LETTY","male","0","no","Yes"
"2033","5349-AZPEW","female","0","yes","Yes"
"2034","3753-TSEMP","female","0","yes","No"
"2035","8305-VHZBZ","male","0","no","No"
"2036","9720-JJJOR","male","0","yes","Yes"
"2037","8100-HZZLJ","female","0","no","Yes"
"2038","8775-ERLNB","male","1","yes","No"
"2039","8309-IEYJD","female","1","no","No"
"2040","9172-JITSM","female","0","yes","Yes"
"2041","6298-QDFNH","male","0","no","No"
"2042","7398-HPYZQ","male","0","yes","No"
"2043","3546-GHEAE","male","0","no","No"
"2044","7361-YPXFS","female","1","no","No"
"2045","6557-BZXLQ","male","1","no","No"
"2046","2550-QHZGP","male","0","no","No"
"2047","7519-JTWQH","female","0","no","No"
"2048","2538-OIMXF","female","0","no","Yes"
"2049","8543-MSDMF","male","0","no","No"
"2050","9961-JBNMK","male","1","no","No"
"2051","1170-SASML","female","0","yes","No"
"2052","4872-JCVCA","female","0","yes","No"
"2053","5346-BZCHP","female","0","yes","Yes"
"2054","2038-LLMLM","female","0","no","No"
"2055","6173-ITPWD","male","0","yes","No"
"2056","9734-UYXQI","female","0","no","No"
"2057","1216-BGTSP","male","0","no","No"
"2058","4138-NAXED","male","0","no","No"
"2059","2189-UXTKY","female","0","yes","No"
"2060","0744-BIKKF","male","0","no","No"
"2061","7483-IQWIB","male","0","yes","Yes"
"2062","5248-KWLAR","male","0","yes","Yes"
"2063","4958-GZWIY","male","0","yes","Yes"
"2064","7996-MHXLW","female","0","no","No"
"2065","7833-PKIHD","male","0","yes","Yes"
"2066","7061-OVMIM","female","0","yes","Yes"
"2067","5153-RTHKF","female","0","no","No"
"2068","1852-QSWCD","male","0","yes","Yes"
"2069","4832-VRBMR","male","1","yes","No"
"2070","9079-LWTFD","male","0","no","No"
"2071","6356-ELRKD","female","0","no","No"
"2072","8624-GIOUT","female","0","no","No"
"2073","3392-EHMNK","female","0","yes","Yes"
"2074","5986-WWXDV","male","0","no","Yes"
"2075","3061-BCKYI","male","0","no","No"
"2076","6179-GJPSO","female","1","no","No"
"2077","7901-TBKJX","male","1","no","No"
"2078","7228-PAQPD","female","0","no","No"
"2079","3177-LASXD","female","0","no","No"
"2080","7746-QYVCO","male","0","yes","Yes"
"2081","5804-HYIEZ","male","0","yes","Yes"
"2082","9919-FZDED","male","1","yes","No"
"2083","5934-TSSAU","female","0","yes","Yes"
"2084","3486-KHMLI","male","0","no","Yes"
"2085","4897-QSUYC","female","0","no","No"
"2086","1084-UQCHV","male","0","no","Yes"
"2087","8290-YWKHZ","female","1","yes","No"
"2088","2955-BJZHG","male","0","yes","Yes"
"2089","3806-DXQOM","female","0","no","No"
"2090","6784-XYJAE","female","0","no","No"
"2091","3933-DQPWX","female","0","no","No"
"2092","6661-EIPZC","female","0","yes","Yes"
"2093","8957-THMOA","female","0","no","Yes"
"2094","2251-PYLPB","male","0","yes","No"
"2095","5555-RNPGT","male","0","no","Yes"
"2096","1057-FOGLZ","female","0","no","No"
"2097","9300-RENDD","male","0","no","No"
"2098","0761-AETCS","female","0","no","No"
"2099","8087-LGYHQ","male","0","no","No"
"2100","4137-BTIKL","male","0","no","No"
"2101","2190-BCXEC","female","0","yes","No"
"2102","6227-FBDXH","male","0","yes","No"
"2103","2153-MREFK","female","0","yes","No"
"2104","2911-WDXMV","male","0","no","Yes"
"2105","7206-PQBBZ","male","1","yes","No"
"2106","3106-ULWFW","female","0","yes","No"
"2107","0925-VYDLG","female","0","no","No"
"2108","4547-FZJWE","male","0","yes","Yes"
"2109","7422-WNBTY","male","0","yes","No"
"2110","0842-IWYCP","female","0","no","No"
"2111","3521-HTQTV","male","0","no","No"
"2112","3744-ZBHON","female","0","no","No"
"2113","3373-DIUUN","male","0","yes","Yes"
"2114","8383-SGHJU","female","0","no","No"
"2115","7607-QKKTJ","male","0","yes","Yes"
"2116","7707-PYBBH","male","0","no","No"
"2117","8984-HPEMB","female","0","no","No"
"2118","4349-GFQHK","male","0","no","No"
"2119","4139-DETXS","female","0","yes","Yes"
"2120","9779-DPNEJ","female","0","yes","Yes"
"2121","9805-FILKB","male","0","yes","Yes"
"2122","5793-YOLJN","female","0","yes","Yes"
"2123","0673-IGUQO","male","0","no","No"
"2124","4123-FCVCB","female","0","no","No"
"2125","8819-IMISP","male","0","no","No"
"2126","7802-EFKNY","male","0","yes","No"
"2127","8311-UEUAB","female","0","yes","Yes"
"2128","5858-EAFCZ","male","0","no","No"
"2129","8035-BUYVG","male","0","yes","No"
"2130","1163-ONYEY","male","0","yes","Yes"
"2131","9787-XVQIU","male","0","no","No"
"2132","8945-MUQUF","male","0","no","No"
"2133","5656-MJEFC","male","0","yes","Yes"
"2134","6082-OQFBA","male","0","yes","Yes"
"2135","8051-HJRLT","female","1","no","No"
"2136","8974-OVACP","female","0","no","No"
"2137","4010-YLMVT","female","0","no","No"
"2138","1379-FRVEB","male","0","no","Yes"
"2139","8612-GXIDD","male","0","yes","Yes"
"2140","6288-CHQJB","female","0","yes","Yes"
"2141","8160-HOWOX","female","0","no","No"
"2142","3023-GFLBR","female","0","yes","Yes"
"2143","6648-INWPS","male","0","yes","Yes"
"2144","4223-BKEOR","female","0","no","Yes"
"2145","4079-VTGLK","male","1","yes","No"
"2146","1763-WQFUK","male","0","no","No"
"2147","1391-UBDAR","male","0","no","No"
"2148","8894-JVDCV","female","0","no","No"
"2149","2023-VQFDL","male","0","no","No"
"2150","1345-GKDZZ","male","0","no","Yes"
"2151","2014-MKGMH","female","0","no","No"
"2152","5628-FCGYG","male","0","no","No"
"2153","2560-WBWXF","male","0","no","No"
"2154","0248-IPDFW","female","0","no","No"
"2155","7978-DKUQH","female","0","yes","No"
"2156","4335-UPJSI","female","0","no","Yes"
"2157","0524-IAVZO","female","0","yes","No"
"2158","2737-YNGYW","female","0","no","No"
"2159","1784-EZDKJ","male","0","yes","No"
"2160","9297-FVVDH","female","0","yes","Yes"
"2161","8007-YYPWD","female","0","no","No"
"2162","7101-HRBLJ","female","0","yes","Yes"
"2163","5159-YFPKQ","female","0","no","No"
"2164","6635-CPNUN","male","0","yes","No"
"2165","4021-RQSNY","male","1","yes","No"
"2166","5453-YBTWV","male","0","yes","Yes"
"2167","5039-LZRQT","female","0","no","No"
"2168","2931-VUVJN","female","1","yes","No"
"2169","9061-TIHDA","male","1","yes","No"
"2170","8699-ASUFO","male","1","yes","No"
"2171","6418-PIQSP","female","0","yes","No"
"2172","8220-OCUFY","female","0","no","No"
"2173","3995-WFCSM","female","0","no","No"
"2174","1895-QTKDO","female","0","no","No"
"2175","2038-OEQZH","male","0","no","No"
"2176","1178-PZGAB","female","0","no","No"
"2177","7927-AUXBZ","female","0","no","No"
"2178","2626-VEEWG","male","0","yes","Yes"
"2179","2878-RMWXY","male","1","yes","No"
"2180","1657-DYMBM","male","0","yes","No"
"2181","7311-MQJCH","female","0","no","No"
"2182","7375-WMVMT","male","1","yes","No"
"2183","1136-XGEQU","female","0","yes","Yes"
"2184","2530-FMFXO","male","0","yes","Yes"
"2185","6844-DZKRF","male","0","no","No"
"2186","4695-WJZUE","female","1","no","No"
"2187","7619-ODSGN","male","0","yes","Yes"
"2188","5970-GHJAW","male","0","yes","Yes"
"2189","8879-XUAHX","male","0","yes","No"
"2190","3689-MOZGR","female","0","no","No"
"2191","4195-PNGZS","male","0","yes","Yes"
"2192","5003-XZWWO","male","0","yes","No"
"2193","3988-RQIXO","female","1","no","No"
"2194","7622-FWGEW","male","1","yes","No"
"2195","6922-NCEDI","male","0","no","Yes"
"2196","2514-GINMM","male","0","no","No"
"2197","9891-NQDBD","female","0","yes","No"
"2198","6131-IUNXN","female","0","yes","Yes"
"2199","8548-AWOFC","male","0","yes","No"
"2200","9798-DRYDS","female","0","yes","Yes"
"2201","8532-UEFWH","male","0","yes","Yes"
"2202","6296-DDOOR","female","0","no","No"
"2203","7951-VRDVK","female","0","no","No"
"2204","5931-FLJJF","male","1","yes","No"
"2205","4815-YOSUK","male","0","yes","Yes"
"2206","2659-VXMWZ","male","0","yes","Yes"
"2207","0380-NEAVX","male","1","no","No"
"2208","3207-OYBWH","male","1","yes","No"
"2209","4285-GYRQC","female","0","yes","No"
"2210","7216-EWTRS","female","1","yes","No"
"2211","4365-MSDYN","male","0","yes","No"
"2212","7036-TYDEC","female","0","no","No"
"2213","5802-ADBRC","female","0","yes","No"
"2214","8076-FEZKJ","male","0","no","No"
"2215","5197-YPYBZ","female","0","yes","Yes"
"2216","8337-MSSXB","female","0","no","No"
"2217","4312-GVYNH","female","0","yes","No"
"2218","8495-LJDFO","female","1","no","No"
"2219","0839-JTCUD","female","0","yes","Yes"
"2220","5494-WOZRZ","female","0","yes","Yes"
"2221","1302-UHBDD","male","1","no","No"
"2222","2234-EOFPT","male","0","yes","No"
"2223","8619-IJNDK","female","0","yes","Yes"
"2224","8378-LKJAF","male","0","yes","Yes"
"2225","8182-BJDSI","female","0","no","No"
"2226","2528-HFYZX","male","1","yes","No"
"2227","1153-GNOLC","male","0","no","No"
"2228","3298-QEICA","female","0","yes","Yes"
"2229","0788-DXBFY","male","0","yes","Yes"
"2230","3597-YASZG","female","1","yes","No"
"2231","3496-LFSZU","male","0","yes","No"
"2232","5242-UOWHD","male","0","yes","Yes"
"2233","2482-CZGBB","male","0","no","No"
"2234","6479-SZPLM","male","0","yes","Yes"
"2235","8097-VBQTZ","male","0","no","No"
"2236","4500-HKANN","male","0","yes","Yes"
"2237","9917-KWRBE","female","0","yes","Yes"
"2238","3420-ZDBMA","male","1","no","No"
"2239","2212-LYASK","male","0","yes","Yes"
"2240","1393-IMKZG","female","0","no","No"
"2241","8069-RHUXK","female","0","yes","Yes"
"2242","3398-GCPMU","female","1","yes","Yes"
"2243","2908-WGAXL","female","0","yes","Yes"
"2244","3378-AJRAO","male","0","yes","Yes"
"2245","1013-QCWAM","female","1","yes","No"
"2246","0866-QLSIR","female","0","no","No"
"2247","6050-FFXES","female","0","yes","No"
"2248","7181-BQYBV","female","0","yes","Yes"
"2249","0362-RAOQO","female","0","no","No"
"2250","9554-DFKIC","male","0","yes","Yes"
"2251","5527-ACHSO","female","0","no","No"
"2252","0829-DDVLK","female","0","no","No"
"2253","1399-UBQIU","male","0","no","No"
"2254","1813-JLKWR","female","0","yes","Yes"
